Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2020/08/31 00:00:00;2020/08/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;80.2;80.2;µg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2020/09/01 00:00:00;2020/09/01 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04004;PARIS 18eme;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;85.9;85.85;µg-m3;100.0;100;100.0;A;1;48.891666;2.346667
2020/09/01 00:00:00;2020/09/01 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;86.4;86.35;µg-m3;100.0;100;100.0;A;1;48.82861;2.360278
2020/09/01 00:00:00;2020/09/01 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;88.3;88.25;µg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2020/09/02 00:00:00;2020/09/02 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04004;PARIS 18eme;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;98.1;98.1;µg-m3;100.0;100;100.0;A;1;48.891666;2.346667
2020/09/02 00:00:00;2020/09/02 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;101.9;101.9;µg-m3;100.0;100;100.0;A;1;48.82861;2.360278
2020/09/02 00:00:00;2020/09/02 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;102.9;102.85;µg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2020/09/03 00:00:00;2020/09/03 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04004;PARIS 18eme;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;92.3;92.25;µg-m3;100.0;100;100.0;A;1;48.891666;2.346667
2020/09/03 00:00:00;2020/09/03 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;86.9;86.85;µg-m3;96.0;100;96.0;A;1;48.82861;2.360278
2020/09/03 00:00:00;2020/09/03 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;85.1;85.05;µg-m3;100.0;100;100.0;A;1;48.86212;2.344616
