Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2014/11/28 00:00:00;2014/11/28 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Max. journalier moy. hor.;25.8;25.775;µg-m3;100.0;100;100.0;A;1;48.859001;2.351
2014/11/28 00:00:00;2014/11/28 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04329;Bld peripherique Est;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Max. journalier moy. hor.;32.5;32.45;µg-m3;100.0;100;100.0;A;1;48.838615;2.412781
2014/11/29 00:00:00;2014/11/29 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Max. journalier moy. hor.;36.5;36.475;µg-m3;100.0;100;100.0;A;1;48.859001;2.351
2014/11/29 00:00:00;2014/11/29 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04329;Bld peripherique Est;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Max. journalier moy. hor.;50.2;50.175;µg-m3;100.0;100;100.0;A;1;48.838615;2.412781
2014/11/30 00:00:00;2014/11/30 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Max. journalier moy. hor.;32.8;32.8;µg-m3;100.0;100;100.0;A;1;48.859001;2.351
2014/11/30 00:00:00;2014/11/30 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04329;Bld peripherique Est;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Max. journalier moy. hor.;43.9;43.875;µg-m3;100.0;100;100.0;A;1;48.838615;2.412781
2014/12/01 00:00:00;2014/12/01 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Max. journalier moy. hor.;27.5;27.5;µg-m3;96.0;100;96.0;A;1;48.859001;2.351
2014/12/01 00:00:00;2014/12/01 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04329;Bld peripherique Est;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Max. journalier moy. hor.;38.5;38.475;µg-m3;100.0;100;100.0;A;1;48.838615;2.412781
2014/12/02 00:00:00;2014/12/02 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Max. journalier moy. hor.;20.4;20.35;µg-m3;42.0;100;42.0;N;-1;48.859001;2.351
2014/12/02 00:00:00;2014/12/02 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04329;Bld peripherique Est;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Max. journalier moy. hor.;35.0;34.95;µg-m3;100.0;100;100.0;A;1;48.838615;2.412781
2014/12/03 00:00:00;2014/12/03 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Max. journalier moy. hor.;44.7;44.7;µg-m3;100.0;100;100.0;A;1;48.859001;2.351
2014/12/03 00:00:00;2014/12/03 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04329;Bld peripherique Est;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Max. journalier moy. hor.;61.6;61.575;µg-m3;100.0;100;100.0;A;1;48.838615;2.412781
2014/12/04 00:00:00;2014/12/04 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Max. journalier moy. hor.;31.0;30.95;µg-m3;100.0;100;100.0;A;1;48.859001;2.351
2014/12/04 00:00:00;2014/12/04 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04329;Bld peripherique Est;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Max. journalier moy. hor.;50.2;50.2;µg-m3;100.0;100;100.0;A;1;48.838615;2.412781
2014/12/05 00:00:00;2014/12/05 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Max. journalier moy. hor.;26.3;26.25;µg-m3;92.0;100;92.0;R;1;48.859001;2.351
2014/12/05 00:00:00;2014/12/05 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04329;Bld peripherique Est;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Max. journalier moy. hor.;33.1;33.05;µg-m3;100.0;100;100.0;A;1;48.838615;2.412781
2014/12/06 00:00:00;2014/12/06 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Max. journalier moy. hor.;28.3;28.325;µg-m3;100.0;100;100.0;A;1;48.859001;2.351
2014/12/06 00:00:00;2014/12/06 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04329;Bld peripherique Est;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Max. journalier moy. hor.;30.9;30.85;µg-m3;100.0;100;100.0;A;1;48.838615;2.412781
2014/12/07 00:00:00;2014/12/07 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Max. journalier moy. hor.;20.3;20.275;µg-m3;100.0;100;100.0;A;1;48.859001;2.351
2014/12/07 00:00:00;2014/12/07 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04329;Bld peripherique Est;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Max. journalier moy. hor.;41.5;41.475;µg-m3;100.0;100;100.0;A;1;48.838615;2.412781
2014/12/08 00:00:00;2014/12/08 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Max. journalier moy. hor.;17.1;17.075;µg-m3;100.0;100;100.0;A;1;48.859001;2.351
2014/12/08 00:00:00;2014/12/08 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04329;Bld peripherique Est;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Max. journalier moy. hor.;45.0;45.0;µg-m3;100.0;100;100.0;A;1;48.838615;2.412781
2014/12/09 00:00:00;2014/12/09 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Max. journalier moy. hor.;18.3;18.275;µg-m3;100.0;100;100.0;A;1;48.859001;2.351
2014/12/09 00:00:00;2014/12/09 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04329;Bld peripherique Est;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Max. journalier moy. hor.;34.2;34.15;µg-m3;100.0;100;100.0;A;1;48.838615;2.412781
2014/12/10 00:00:00;2014/12/10 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Max. journalier moy. hor.;13.2;13.2;µg-m3;96.0;100;96.0;R;1;48.859001;2.351
2014/12/10 00:00:00;2014/12/10 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04329;Bld peripherique Est;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Max. journalier moy. hor.;18.5;18.45;µg-m3;100.0;100;100.0;A;1;48.838615;2.412781
2014/12/11 00:00:00;2014/12/11 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Max. journalier moy. hor.;13.0;12.95;µg-m3;100.0;100;100.0;A;1;48.859001;2.351
2014/12/11 00:00:00;2014/12/11 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04329;Bld peripherique Est;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Max. journalier moy. hor.;16.2;16.15;µg-m3;100.0;100;100.0;A;1;48.838615;2.412781
2014/12/12 00:00:00;2014/12/12 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Max. journalier moy. hor.;10.8;10.8;µg-m3;100.0;100;100.0;R;1;48.859001;2.351
